gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
856;MEDITERRANEO;2950;CARRER RIU NERVIÓN 5;;16 - BENICALAP;1 - BENICALAP;;39.49601569627958, -0.3815441687317071
861;MEDITERRANEO;2945;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.49616471948264, -0.38173326337267893
863;MEDITERRANEO;2942;CARRER RIU NERVIÓN 9;;16 - BENICALAP;1 - BENICALAP;;39.49598361464467, -0.3820350123981157
870;MEDITERRANEO;2934;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.496034324222144, -0.3822536128237942
872;MEDITERRANEO;2932;CARRER ALCANYÍS 12ac;;15 - RASCANYA;2 - TORREFIEL;;39.492357269075306, -0.3777582295530728
873;MEDITERRANEO;2931;CARRER ALCANYÍS 11;;15 - RASCANYA;2 - TORREFIEL;;39.49232829013961, -0.3778427202511759
879;MEDITERRANEO;2924;CARRER SANT DOMÉNEC SAVIO 76;;15 - RASCANYA;2 - TORREFIEL;;39.49658947428164, -0.3758445124937007
880;MEDITERRANEO;2923;CARRER MARQUÉS DE MONTORTAL 80;;15 - RASCANYA;2 - TORREFIEL;;39.49650151008836, -0.37590083920520667
881;MEDITERRANEO;2922;CARRER MARQUÉS DE MONTORTAL 80;;15 - RASCANYA;2 - TORREFIEL;;39.49649219604668, -0.3759357079561792
882;MEDITERRANEO;2921;CARRER MARQUÉS DE MONTORTAL 80;;15 - RASCANYA;2 - TORREFIEL;;39.49642596303305, -0.3758565820903511
883;MEDITERRANEO;2920;CARRER MARQUÉS DE MONTORTAL 80;;15 - RASCANYA;2 - TORREFIEL;;39.49641457966134, -0.37590217972734097
884;MEDITERRANEO;2918;CARRER SANT DOMÉNEC SAVIO 72;;15 - RASCANYA;2 - TORREFIEL;;39.49637214917912, -0.37574661148778116
886;MEDITERRANEO;2916;CARRER MARQUÉS DE MONTORTAL 78;;15 - RASCANYA;2 - TORREFIEL;;39.49628728915029, -0.3758431720348539
890;ROMANTICO;2911;CARRER JACOMART 9;;15 - RASCANYA;2 - TORREFIEL;;39.49699928581923, -0.3756554163321169
894;MEDITERRANEO;2907;CAMÍ VELL GODELLA 19;;16 - BENICALAP;1 - BENICALAP;;39.497062037737955, -0.3829006228773346
898;MEDITERRANEO;3045;AVINGUDA GERMANS MACHADO 89ac;;15 - RASCANYA;2 - TORREFIEL;;39.499217337055484, -0.37691178391514973
901;MEDITERRANEO;3042;SENDA PEROLO 2;;15 - RASCANYA;2 - TORREFIEL;;39.499022786686474, -0.37888454891826895
903;MEDITERRANEO;3039;AVINGUDA GERMANS MACHADO 137;;16 - BENICALAP;1 - BENICALAP;;39.49819904612803, -0.3826396411345192
906;MEDITERRANEO;3036;AVINGUDA GERMANS MACHADO 137;;16 - BENICALAP;1 - BENICALAP;;39.49827562572579, -0.3822963190341119
913;MEDITERRANEO;3026;CARRER COMTE DE LUMIARES 1;;15 - RASCANYA;2 - TORREFIEL;;39.49461631416663, -0.37284821698258885
916;MEDITERRANEO;3022;PLAÇA SALVADOR ALLENDE 6;;15 - RASCANYA;2 - TORREFIEL;;39.49497128727363, -0.3740538694237508
918;MEDITERRANEO;3020;PLAÇA SALVADOR ALLENDE 6;;15 - RASCANYA;2 - TORREFIEL;;39.494920576574124, -0.3740780093423135
919;MEDITERRANEO;3019;PLAÇA SALVADOR ALLENDE 6;;15 - RASCANYA;2 - TORREFIEL;;39.494963008251105, -0.3740914206762251
920;MEDITERRANEO;3018;CARRER PEDRO CABANES 24ac;;15 - RASCANYA;2 - TORREFIEL;;39.495013718580886, -0.37411019575628524
921;MEDITERRANEO;3592;PLAÇA PATRAIX 6;;8 - PATRAIX;1 - PATRAIX;;39.46277280101236, -0.3921169015365243
922;MEDITERRANEO;3591;PLAÇA PATRAIX 7;;8 - PATRAIX;1 - PATRAIX;;39.46282042891452, -0.3921933437883722
925;MEDITTERANEO;3588;PLAÇA PATRAIX 15ac;;8 - PATRAIX;1 - PATRAIX;;39.46307020827445, -0.3923922712609274
927;MEDITERRANEO;3585;CARRER DIBUIXANT MANUEL GAGO 16ac;;8 - PATRAIX;1 - PATRAIX;;39.462445872515566, -0.3915527395174896
929;mediterraneo;3583;AVINGUDA TARONGERS 34ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.475206141182916, -0.3302059534693104
931;mediterrano;3581;CARRER REINA 89;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46782000651372, -0.3288959516391951
932;mediterraneo;3579;CARRER MÚSIC GINÉS 22ac;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.47083935407102, -0.3422670927870982
934;mediterraneo;3577;CARRER MÚSIC GINÉS 22ac;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.471042264897164, -0.34238859624910706
935;mediterraneo;3576;AVINGUDA JESÚS MORANTE BORRÁS 86;;10 - QUATRE CARRERES;6 - LA PUNTA;;39.44797552899227, -0.34400565664383725
939;mediterraneo;3571;CARRER DOCTOR PÉREZ FELIU 1;;8 - PATRAIX;3 - VARA DE QUART;;39.4605131157559, -0.40050156162710376
941;mediterraneo;3569;CARRER JOSEP SANCHIS (DIBUIXANT) 6ac;;8 - PATRAIX;3 - VARA DE QUART;;39.463682244936614, -0.3978181634997019
942;mediterraneo;3568;AVINGUDA JESÚS MORANTE BORRÁS 138;;10 - QUATRE CARRERES;6 - LA PUNTA;;39.44451528592132, -0.3439133712559742
948;MEDITERRANEO;3352;CARRER PINTOR PARRA 8;;11 - POBLATS MARITIMS;4 - BETERO;;39.47441805403298, -0.3346772661024119
949;MEDITERRANEO;3351;CARRER PINTOR PARRA 4;;11 - POBLATS MARITIMS;4 - BETERO;;39.474480167004295, -0.33487843149106183
950;MEDITERRANEO;3350;CARRER PINTOR PARRA 2;;11 - POBLATS MARITIMS;4 - BETERO;;39.47453296267631, -0.33508764463219365
953;ROMANTICO;3347;CARRER AMADÍS DE GAULA 6;;11 - POBLATS MARITIMS;4 - BETERO;;39.47476070757123, -0.3352579638035418
954;ROMANTICO;3345;CARRER YÁÑEZ DE LA ALMEDINA 3;;11 - POBLATS MARITIMS;4 - BETERO;;39.4755867961922, -0.33485965591795197
955;ROMANTICO;3344;CARRER CAMPILLO DE ALTOBUEY 22;;11 - POBLATS MARITIMS;4 - BETERO;;39.47609714468431, -0.33555032473746593
958;ROMANTICO;3341;CARRER LUCIO DEL VALLE 8;;11 - POBLATS MARITIMS;4 - BETERO;;39.47559611356773, -0.3354349897608109
962;MEDITERRANEO;3336;CAMÍ CABANYAL 23;;13 - ALGIROS;5 - LA CARRASCA;;39.47382615560635, -0.3379371032855146
964;MEDITERRANEO;3334;CARRER JOSE MARIA HARO (MAGISTRAT) 63;;13 - ALGIROS;5 - LA CARRASCA;;39.47372780913965, -0.33759378072952645
966;MEDITERRANEO;3332;CARRER CAMPILLO DE ALTOBUEY 14dup;;13 - ALGIROS;5 - LA CARRASCA;;39.47513258900088, -0.3364994387753361
967;MEDITERRANEO;3330;CARRER CAMPILLO DE ALTOBUEY 2;;13 - ALGIROS;5 - LA CARRASCA;;39.47404044537634, -0.33706806695451885
970;ROMANTICO;3327;CARRER PINTOR DALMAU 10;;11 - POBLATS MARITIMS;4 - BETERO;;39.47377206998507, -0.3341198160358317
973;ROMANTICO;3323;CARRER LUCIO DEL VALLE 16;;11 - POBLATS MARITIMS;4 - BETERO;;39.47503192088763, -0.3343008650104301
974;ROMANTICO;3322;CARRER PINTOR PARRA 10;;11 - POBLATS MARITIMS;4 - BETERO;;39.4742089305683, -0.33403264364429053
977;ROMANTICO;3318;CARRER IMATGER BUSSI 4;;11 - POBLATS MARITIMS;4 - BETERO;;39.473452186071626, -0.33468095298813455
979;ROMANTICO;3316;CARRER IMATGER BUSSI 2;;11 - POBLATS MARITIMS;4 - BETERO;;39.47355363823673, -0.33505243813565055
989;MADERA;3304;CARRER MANUELA ESTELLÉS 60;;11 - POBLATS MARITIMS;4 - BETERO;;39.47269076064786, -0.33434299466949197
991;METALICO;3443;CARRER DOCTOR MODEST COGOLLOS 5ac;;13 - ALGIROS;3 - L'AMISTAT;;39.474327486453895, -0.3518653099559545
992;METALICO;3442;CARRER DOCTOR MODEST COGOLLOS 3ac;;13 - ALGIROS;3 - L'AMISTAT;;39.474009675562954, -0.3520544047744958
993;METALICO;3441;CARRER DOCTOR MODEST COGOLLOS 3ac;;13 - ALGIROS;3 - L'AMISTAT;;39.47407592941237, -0.3520235600802298
997;METALICO;3436;CARRER JOAN JOSEP SENENT ANAYA 2ac;;13 - ALGIROS;3 - L'AMISTAT;;39.474370965024406, -0.35169364786497814
999;METALICO;3434;CARRER DOCTOR MODEST COGOLLOS 5ac;;13 - ALGIROS;3 - L'AMISTAT;;39.47440202186211, -0.3518545811971358
2502;;1641;PLAÇA ENRIC GRANADOS 4;;8 - PATRAIX;1 - PATRAIX;;39.46227346218779, -0.39540625920437644
2503;;1639;PLAÇA ENRIC GRANADOS 9;;8 - PATRAIX;1 - PATRAIX;;39.462156462162255, -0.39485104171338825
2505;;1637;PLAÇA ENRIC GRANADOS 11;;8 - PATRAIX;1 - PATRAIX;;39.46205085209074, -0.39463244183351515
2506;;1636;PLAÇA ENRIC GRANADOS 11;;8 - PATRAIX;1 - PATRAIX;;39.46207466658355, -0.39469949726314374
2507;;1635;PLAÇA ENRIC GRANADOS 12;;8 - PATRAIX;1 - PATRAIX;;39.461983552110944, -0.394472850303471
2508;;1634;PLAÇA ENRIC GRANADOS 12;;8 - PATRAIX;1 - PATRAIX;;39.46191210944132, -0.3943159414642012
2512;;1628;CARRER PIUS XI 2;;8 - PATRAIX;1 - PATRAIX;;39.460047073189365, -0.39220173514034057
2514;;1625;CARRER CONCA 117;;8 - PATRAIX;1 - PATRAIX;;39.46076461873256, -0.3911462855049024
2517;;1622;CARRER PIUS XI 5;;8 - PATRAIX;1 - PATRAIX;;39.45965671801744, -0.3923760785846021
2518;;1621;CARRER PIUS XI 7;;8 - PATRAIX;1 - PATRAIX;;39.459602875137, -0.3924404521386894
2519;;1618;CARRER PIUS XI 11;;8 - PATRAIX;1 - PATRAIX;;39.459318131430955, -0.3927515879752544
2521;;1615;CARRER PIUS XI 15;;8 - PATRAIX;4 - SAFRANAR;;39.45877970286223, -0.3932974175624841
2522;;1614;CARRER PIUS XI 29;;8 - PATRAIX;4 - SAFRANAR;;39.45799690379965, -0.39422009746144193
2528;;1607;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46287824386738, -0.3979123810562754
2529;;1601;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46280576761357, -0.3978185034381889
2530;;1600;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.462801625701026, -0.3977594948510898
2532;;1598;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46290723474106, -0.3978050920340996
2536;;1593;CARRER JOSÉ MARÍA MORTES LERMA 4ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46290723448271, -0.397662934583536
2538;;1591;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46263596383306, -0.3978962867973633
2540;MEDITERRANEO;1514;CARRER EDUARD BOSCÀ 1;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.466655314818766, -0.35658614817364553
2541;MEDITERRANEO;1512;CARRER EDUARD BOSCÀ 9;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.46608174234693, -0.35686375666506
2545;MEDITERRANEO;1499;AVINGUDA PLATA 3;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45307502041164, -0.37222290835705424
2550;MEDITERRANEO;1491;AVINGUDA AMAT GRANELL MESADO (MILITAR) 64;;10 - QUATRE CARRERES;5 - NA ROVELLA;;39.455056715869674, -0.36237289668761746
2555;MEDITERRANEO;1480;CARRER LLUÍS OLIAG 67ac;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.46131467009286, -0.3619165016658979
2559;MEDITERRANEO;1472;PLAÇA MONTOLIVET 6;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.4593584097424, -0.3591534408242423
2560;;1467;PLAÇA MÚRCIA 1;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.46486657758832, -0.40828929287960913
2561;MEDITERRANEO;1459;CARRER ALCÀSSER 54;;7 - L'OLIVERETA;2 - SOTERNES;;39.4718000329329, -0.41079221781965236
2562;;1455;CARRER ALCÀSSER 18;;7 - L'OLIVERETA;2 - SOTERNES;;39.47081396638075, -0.40653252058838757
2564;MEDITERRANEO;1453;AVINGUDA CID 144;;7 - L'OLIVERETA;2 - SOTERNES;;39.47011446148941, -0.41029610417728024
2566;MEDITERRANEO;1446;CARRER PINTOR STOLZ 77;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47035696974473, -0.4049332588304848
2572;;1437;CARRER MÚSIC PEYDRÓ 44;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47081396338322, -0.3790488601270569
2575;ROMANTICO;183;AVINGUDA CATALUNYA 3;3;6 - EL PLA DEL REAL;4 - CIUTAT UNIVERSITARIA;;39.47758942443588, -0.3554759419131583
2578;MEDITERRANEO;180;AVINGUDA BLASCO IBÁÑEZ 13;13;6 - EL PLA DEL REAL;4 - CIUTAT UNIVERSITARIA;;39.47915750392185, -0.364025434363557
2579;MEDITERRANEO;179;AVINGUDA BLASCO IBÁÑEZ 13;13;6 - EL PLA DEL REAL;4 - CIUTAT UNIVERSITARIA;;39.479240251381604, -0.3643051195581354
2582;MEDITERRANEO;177;CARRER ALEMANYA 16;16;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.48215481053482, -0.3615310294065281
2583;MEDITERRANEO;176;CARRER ALEMANYA 10;16;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.48197512949807, -0.36161786403581264
2587;MEDITERRANEO;171;AVINGUDA PRIMAT REIG 86;86;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.482413637228184, -0.36118569780835263
2589;MEDITERRANEO;1677;CARRER ARXIDUC CARLES 15;;8 - PATRAIX;1 - PATRAIX;;39.46648252905959, -0.3931676438918795
2590;MEDITERRANEO;1676;CARRER ARXIDUC CARLES 33;;8 - PATRAIX;1 - PATRAIX;;39.4656510395047, -0.3940808892333889
2593;ROMANTICO;1673;CARRER ARXIDUC CARLES 5;;8 - PATRAIX;1 - PATRAIX;;39.46683960076882, -0.3928846247426744
2594;;1672;CARRER ARXIDUC CARLES 3;;8 - PATRAIX;1 - PATRAIX;;39.46708082981675, -0.3927250324945477
2595;MEDITERRANEO;1670;CARRER ARXIDUC CARLES 2;;8 - PATRAIX;1 - PATRAIX;;39.4671491608477, -0.39290742381025007
2599;ROMANTICO;1666;CARRER ÉNGUERA 25;;8 - PATRAIX;1 - PATRAIX;;39.46597889129728, -0.3945214541850601
2601;ROMANTICO;1663;CARRER TRES FORQUES 50;;8 - PATRAIX;1 - PATRAIX;;39.464139065238975, -0.39432457070864096
2602;MEDITERRANEO;1662;CARRER TRES FORQUES 50;;8 - PATRAIX;1 - PATRAIX;;39.46414217077206, -0.39424008053642356
2605;PIEDRA;657;CARRER COLÓN 41;41;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471005106007865, -0.3697266021363141
2608;PIEDRA;1041;CARRER FLASSADERS 2ac;2;1 - CIUTAT VELLA;5 - EL MERCAT;;39.4727893978242, -0.3775518911957263
2609;PIEDRA;1040;CARRER FLASSADERS 2ac;2;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47279643002645, -0.377585661650447
2611;OTROS;952;CARRER TRIADOR 12;13;1 - CIUTAT VELLA;4 - EL PILAR;;39.47295294828108, -0.3819939509373987
2612;OTROS;944;CARRER GUILLEM DE CASTRO 42;42;1 - CIUTAT VELLA;4 - EL PILAR;;39.47135414192428, -0.3837749662666664
2616;PIEDRA;995;CARRER COMTE DE TRÉNOR 15;1;1 - CIUTAT VELLA;3 - EL CARME;;39.479090884032274, -0.37594197752315484
2619;OTROS;1065;CARRER CRONISTA CARRERES 13ac;11;1 - CIUTAT VELLA;2 - LA XEREA;;39.47289345849286, -0.36764591493877385
2620;ROMANTICO;1055;PLAÇA NÀPOLS I SICÍLIA 3;2;1 - CIUTAT VELLA;2 - LA XEREA;;39.4753757056003, -0.37283359043054626
2621;PIEDRA;1111;PLAÇA MARE DE DÉU DE LA PAU 8;0;1 - CIUTAT VELLA;1 - LA SEU;;39.47420133547497, -0.3767036398089161
2623;SILLA MEDITERRANEO;1095;PLAÇA COMTE DEL REAL 4ac;0;1 - CIUTAT VELLA;1 - LA SEU;;39.47692924171722, -0.3734699573835187
2624;;5567;CARRER FRANCESC EIXIMENIS, 12;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.468246262153436, -0.3333262435156884
2626;;5569;CARRER MARIA CARBONELL (MESTRA), 2;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.47954255851114, -0.3295805376557781
2629;;5572;CARRER PARE PEDRO VELASCO, 21ac;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.479616052795095, -0.32933645729646727
2631;;5574;CARRER VICENT LA RODA, 12;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.48036134395014, -0.3311308555255847
2633;;5575;CARRER VICENT LA RODA, 12;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.48047831309759, -0.331144265933114
2637;;5578;CARRER SANTA CRUZ DE TENERIFE, 23ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.464798366383384, -0.40069039898571235
2638;;5580;CARRER SANTA CRUZ DE TENERIFE, 21ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.464847027758964, -0.40067296441713596
2639;;5582;CARRER ENRIQUETA AGUT ARMER (MESTRA), 5;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.463923486782164, -0.40012800872715715
2641;mediterraneo;5592;CARRER EP BARRAQUES DE LLÁCER 3, 3;;19 - POBLATS DEL SUD;8 - FAITANAR;;39.433784103763834, -0.3970494562460505
2646;;6226;CARRER FRANCESC TÀRREGA, 3;;5 - LA SAIDIA;4 - TORMOS;;39.48923678867219, -0.3853735157298564
2648;;6228;CARRER FRANCESC TÀRREGA, 5;;5 - LA SAIDIA;4 - TORMOS;;39.48918400409298, -0.3852353818335798
2649;;6229;CARRER GUARDACOSTES, 3;;5 - LA SAIDIA;4 - TORMOS;;39.489580404488265, -0.38260681775313465
2650;;6230;CARRER GUARDACOSTES, 3;;5 - LA SAIDIA;4 - TORMOS;;39.48955556419609, -0.3825907236589498
2651;;6231;CARRER GUARDACOSTES, 8;;5 - LA SAIDIA;4 - TORMOS;;39.48940652704933, -0.38253439778002035
2652;;6232;CARRER GUARDACOSTES, 8;;5 - LA SAIDIA;4 - TORMOS;;39.489389966991546, -0.38252903372343977
2654;;6234;CARRER VICENT PERIS, 4;;5 - LA SAIDIA;4 - TORMOS;;39.489259558129916, -0.3813783659088699
2655;;6235;CARRER VICENT PERIS, 4;;5 - LA SAIDIA;4 - TORMOS;;39.489300957730414, -0.3814266447556094
2656;;6236;CARRER DOCTOR OLÓRIZ, 56ac;;5 - LA SAIDIA;4 - TORMOS;;39.4892057390405, -0.3816439041720211
2657;;6237;CARRER DOCTOR OLÓRIZ, 56ac;;5 - LA SAIDIA;4 - TORMOS;;39.48921712385884, -0.38161305934957235
2660;;6240;CARRER JOSEP MELIÀ (PIGMALION), 4;;5 - LA SAIDIA;1 - MARXALENES;;39.48831905786335, -0.3863023901458684
2662;;6242;CARRER JOSEP MELIÀ (PIGMALION), 1;;5 - LA SAIDIA;1 - MARXALENES;;39.4882714478741, -0.38629300313357406
2665;;6245;CARRER CARAVEL·LA, 8ac;;5 - LA SAIDIA;1 - MARXALENES;;39.48764216257085, -0.3850994198182437
2669;;5467;CARRETERA RIU, 293;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42199042243179, -0.3404682508393261
2673;;5469;CARRETERA RIU, 289;;19 - POBLATS DEL SUD;3 - PINEDO;;39.422366486000904, -0.34056078760446234
2675;;5297;CARRER JOSEP MARIA BAYARRI, 12;;7 - L'OLIVERETA;5 - LA LLUM;2022;39.46873724470602, -0.41240848715535083
2678;;5473;CAMÍ MONTANYARS, 19;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42081663658848, -0.33561881726203063
2680;;5478;TRAVESSERA PINEDO A LA MAR, 66;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42144341847724, -0.33659648230586564
2682;;5481;TRAVESSERA PINEDO A LA MAR, 78;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42190547122369, -0.33539351105892345
2692;MEDITERRANEO;2104;CARRER BEATRIZ TORTOSA 38ac;;13 - ALGIROS;3 - L'AMISTAT;;39.47264975717167, -0.3487717991367426
2696;MADERA;2320;CARRER REINA 94;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.467837874206644, -0.3286995493176846
2698;MADERA;2303;CARRER FRANCESC CUBELLS 31;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46323072390193, -0.33310489417865036
2699;MADERA;2174;CARRER DOCTOR MANUEL CANDELA 25;;12 - CAMINS AL GRAU;2 - ALBORS;;39.46796723742013, -0.35046023756703315
2701;MEDITERRANEO;2158;CARRER JOAN JOSEP SENENT ANAYA 2ac;;13 - ALGIROS;3 - L'AMISTAT;;39.47436306369646, -0.3514859767678598
2705;MEDITERRANEO;2344;CARRER REINA 12;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46417700926453, -0.32923890361058766
2708;madera;5733;AVINGUDA CORTS VALENCIANES, 22;;16 - BENICALAP;1 - BENICALAP;;39.49126417014378, -0.3993946998538808
2709;piedra;5737;AVINGUDA CORTS VALENCIANES, 22;;16 - BENICALAP;1 - BENICALAP;;39.49117723329668, -0.3996870604448126
2710;madera;5734;AVINGUDA CORTS VALENCIANES, 22;;16 - BENICALAP;1 - BENICALAP;;39.49129211399959, -0.3994174980543625
2715;madera;5740;CARRER ALT PALÀNCIA, 2ac;;16 - BENICALAP;1 - BENICALAP;;39.491714375687096, -0.39971120056615406
2716;madera;5741;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.49173197023044, -0.3997299758366741
2718;madera;5743;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.491902736965805, -0.3998560392512986
2720;madera;5745;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.49194931026927, -0.3998842023079106
2721;madera;5746;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.491973114014996, -0.39990029641053443
2722;piedra;5747;AVINGUDA CORTS VALENCIANES, 22;;16 - BENICALAP;1 - BENICALAP;;39.49154567826481, -0.3998895666471858
2727;;5366;AVINGUDA BURJASSOT, 209ac;;16 - BENICALAP;1 - BENICALAP;;39.49356980811284, -0.39470300815013415
2728;;5590;CARRER EP BARRAQUES DE LLÁCER 3, 3;;19 - POBLATS DEL SUD;8 - FAITANAR;;39.43379135445955, -0.39711919380169874
2731;;5352;AVINGUDA BURJASSOT, 73;;4 - CAMPANAR;3 - EL CALVARI;2022;39.486821770256135, -0.3877078076262969
2735;;5441;CARRETERA RIU, 261;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42434801175012, -0.3410249954871272
2737;;5369;AVINGUDA BURJASSOT, 271;;16 - BENICALAP;2 - CIUTAT FALLERA;;39.49616121234139, -0.39735303133582295
2739;;5370;AVINGUDA BURJASSOT, 283;;16 - BENICALAP;2 - CIUTAT FALLERA;;39.49686079183813, -0.3981362356971586
2740;;5445;CARRETERA RIU, 262;;19 - POBLATS DEL SUD;3 - PINEDO;;39.423648959548544, -0.34106250624053686
2742;;5446;CARRETERA RIU, 264;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42354251293153, -0.34103696792802135
2747;NEOBARCINO;4323;CARRER FELIPE VALLS 28;;18 - POBLATS DE L'OEST;1 - BENIMAMET;2021;39.50013740801523, -0.41861585789208955
2748;;5298;CARRER CAVITE, 68;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;2022;39.478298116609366, -0.3266561564534204
2750;NEOBARCINO;4388;CARRER XILE, 10;;6 - EL PLA DEL REAL;2 - MESTALLA;2021;39.470903793471976, -0.3556845020203738
2759;;5304;CARRER ALCÚDIA DE CRESPINS, 1ac;;15 - RASCANYA;1 - ELS ORRIOLS;2022;39.49292781712985, -0.37337114747196165
2760;;5500;AVINGUDA PINARS, 11;;19 - POBLATS DEL SUD;4 - EL SALER;;39.382491850533526, -0.3322013252198216
2762;;5502;AVINGUDA PINARS, 11;;19 - POBLATS DEL SUD;4 - EL SALER;;39.38257684956633, -0.3319840656728016
2767;MEDITERRANEO;1792;CARRER DOLORES MARQUÉS 18;;14 - BENIMACLET;1 - BENIMACLET;;39.48649368813318, -0.3628300739685295
2768;MADERA;2277;AVINGUDA PORT 330ac;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.46019406903141, -0.33374302794827787
2769;MEDITERRANEO;2269;CARRER DOCTOR JOSEP JUAN DÒMINE 5;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.46086501902672, -0.33283375933604964
2783;MEDITERRANEO;2293;CARRER PROGRÉS 1dup;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.463150135312695, -0.3307872339997847
2786;madera;5752;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.492345694380255, -0.40016717545157193
2787;madera;5753;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.49237053312298, -0.40018729252879237
2788;madera;5754;AVINGUDA CORTS VALENCIANES, 26;;16 - BENICALAP;1 - BENICALAP;;39.4923922668583, -0.40020472668567536
2796;madera;5762;AVINGUDA CORTS VALENCIANES, 28;;16 - BENICALAP;1 - BENICALAP;;39.4929670320955, -0.40061210880236425
2797;madera;5763;AVINGUDA CORTS VALENCIANES, 28;;16 - BENICALAP;1 - BENICALAP;;39.49298669564998, -0.4006255206032477
2799;madera;5765;AVINGUDA CORTS VALENCIANES, 28;;16 - BENICALAP;1 - BENICALAP;;39.49302809304917, -0.4006617305160456
2800;madera;5766;AVINGUDA CORTS VALENCIANES, 30;;16 - BENICALAP;1 - BENICALAP;;39.49328372071398, -0.4008588719818533
3178;MEDITERRANEO;3041;AVINGUDA GERMANS MACHADO 103ac;;15 - RASCANYA;2 - TORREFIEL;;39.498947243570214, -0.37926542295535953
2808;;5374;AVINGUDA BURJASSOT, 62ac;;4 - CAMPANAR;2 - LES TENDETES;2022;39.48593467391654, -0.38653836470560504
2809;;5453;CARRETERA RIU, 296;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42230743495811, -0.34070160251911463
2812;;5314;CARRER MINISTRE LUIS MAYANS, 5;;5 - LA SAIDIA;2 - MORVEDRE;;39.484469559714896, -0.37256879428430306
2823;;5470;CARRETERA RIU, 287;;19 - POBLATS DEL SUD;3 - PINEDO;;39.42248251622782, -0.34059565576172085
2824;;5320;CARRER PROFESSOR ANTONIO UBIETO, 1;;9 - JESUS;4 - SANT MARCEL.LI;2022;39.443503939713736, -0.38792773675537817
2825;mediterraneo;5605;CARRER DOCTOR LLUCH, 45ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46554303540599, -0.3286896476934064
