gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
1720;MEDITERRANEO;2136;CARRER DOCTOR MANUEL CANDELA 57ac;;13 - ALGIROS;3 - L'AMISTAT;;39.47123043335981, -0.3489676004371426
1723;ROMANTICO;2132;CARRER POETA MAS I ROS 18ac;;13 - ALGIROS;3 - L'AMISTAT;;39.4708225409968, -0.35004048435109164
1725;MEDITERRANEO;2130;CARRER ABEN AL-ABBAR 45;;12 - CAMINS AL GRAU;2 - ALBORS;;39.47041775208711, -0.3511106854857442
1728;MEDITERRANEO;2127;CARRER SANTS JUST I PASTOR 9;;13 - ALGIROS;3 - L'AMISTAT;;39.47111137863369, -0.3526677081404985
1731;MEDITERRANEO;2347;CARRER REINA 76;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.466974422259014, -0.32884707063428764
1733;MEDITERRANEO;2343;CARRER REINA 24;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46468600517499, -0.32915977837200194
1737;MEDITERRANEO;2339;CARRER REINA 191;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.47152004668958, -0.3283135413297764
1741;MEDITERRANEO;2334;CARRER SERRADORA 6;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.462204411438755, -0.33779703825565766
1743;PIEDRA;2815;CARRER MOTILLA DE PALANCAR 33;;15 - RASCANYA;3 - SANT LLORENS;;39.491898251081636, -0.36683852654840743
1748;OTROS;2809;CARRER TORRE BAIXA 17ac;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49251611319909, -0.3693166576360023
1750;OTROS;2807;CARRER TORRE BAIXA 13ac;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49260408380819, -0.369415899481324
1763;MEDITERRANEO;2057;CARRER BURGOS 12;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47064697384827, -0.39895048555952145
1765;MEDITERRANEO;2055;CARRER BURGOS 12;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47070805418248, -0.39893171011010065
1766;MEDITERRANEO;2053;CARRER BURGOS 12;;7 - L'OLIVERETA;1 - NOU MOLES;;39.470727724111676, -0.398923662511724
1767;MADERA;2052;CARRER MANOLO TABERNER 40ac;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47095670656083, -0.39808964090913324
1770;MADERA;2048;CARRER GERMANS RIVAS 2ac;;7 - L'OLIVERETA;1 - NOU MOLES;;39.46999696777994, -0.3950143700160987
1776;MEDITERRANEO;2011;CARRER ARQUEBISBE OLAECHEA 34;;9 - JESUS;4 - SANT MARCEL.LI;;39.44409530747949, -0.39166112916613366
1779;MADERA;2008;CARRER SANT MARCEL·LÍ 35ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.443967920327076, -0.3909490025428651
1780;MADERA;2007;CARRER SANT MARCEL·LÍ 35ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.44393167285258, -0.39091547437188545
1781;MEDITERRAENO;2006;CARRER ARQUEBISBE OLAECHEA 28;;9 - JESUS;4 - SANT MARCEL.LI;;39.44385399801954, -0.3906566415270306
1784;MADERA;2002;CARRER ARQUEBISBE OLAECHEA 12;;9 - JESUS;4 - SANT MARCEL.LI;;39.44339933941949, -0.3887267925396962
1797;PIEDRA;2564;CARRER JOSÉ BALLESTER GOZALVO (POLÍTIC) 55;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.470165207482346, -0.32427658594733344
1798;PIEDRA;2563;CARRER JOSÉ BALLESTER GOZALVO (POLÍTIC) 57;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.470251135150235, -0.3242752450462675
1799;PIEDRA;2562;CARRER JOSÉ BALLESTER GOZALVO (POLÍTIC) 57;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.47027287542252, -0.32427256362572765
1802;ROMANTICO;1906;CARRER ÀNGEL GUIMERÀ 77;;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46899638636896, -0.39124361655944295
1803;MEDITERRANEO;1904;CARRER MÚSIC AYLLÓN 1ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46527304776572, -0.39554713537381986
1804;MEDITERRANEO;1903;CARRER MARÍA ZAMBRANO (FILÒSOFA) 2;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46532274511418, -0.39601920412333624
1807;ROMANTICO;1900;CARRER FOTOGRAFIA 2;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46527085961363, -0.39635120918219163
1811;ROMANTICO;1895;CARRER FOTOGRAFIA 6;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46530295511376, -0.3966033370848702
1812;ROMANTICO;1894;CARRER FOTOGRAFIA 6;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.4652656824534, -0.3966207718802869
1817;MADERA;1888;CARRER CINE 4;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.4655379780612, -0.39795382899678855
1819;MADERA;1886;CARRER CINE 1ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46551105943744, -0.3980544117844905
1820;MADERA;1885;CARRER CINE 1ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465493458167245, -0.39810001026235114
1821;MADERA;1883;CARRER MÚSIC AYLLÓN 13ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46553176655146, -0.397186717204823
1822;MADERA;1882;CARRER MÚSIC AYLLÓN 13ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465533837037206, -0.3972390211138586
1823;;1881;CARRER CINE 2;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46558871007121, -0.39750187759991396
1824;;1880;CARRER CINE 2;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465618735065995, -0.39754345094168914
1827;;1866;CARRER SANTA CRUZ DE TENERIFE 11ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465926230235766, -0.40039463992354907
1828;;1865;CARRER SANTA CRUZ DE TENERIFE 13ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465852721710746, -0.40042146146447394
1831;;1861;CARRER ADA LOVELACE (MATEMÀTICA) 14;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46482462432698, -0.40020286130949323
1833;;1859;CARRER ENRIQUETA AGUT ARMER (MESTRA) 16;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.4642945216456, -0.4006239683028184
1834;ROMANTICO;1858;CARRER MÚSIC AYLLÓN 29ac;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.46619127638656, -0.39968385426395403
1837;MEDITERRANEO;1854;CARRER ÉNGUERA 16;;8 - PATRAIX;1 - PATRAIX;;39.46446266806688, -0.3941341335185161
1842;MEDITERRANEO;1849;CARRER ÉNGUERA 6ac;;8 - PATRAIX;1 - PATRAIX;;39.46500105278211, -0.3943433460147197
1844;MEDITERRANEO;1846;CARRER ARXIDUC CARLES 90ac;;8 - PATRAIX;3 - VARA DE QUART;;39.45866235061102, -0.4021083411142874
1849;;1841;CARRER ASSAGADOR D´ALBORAIA 20;;15 - RASCANYA;3 - SANT LLORENS;;39.48935813975055, -0.3631067632196998
1855;PIEDRA;2554;AVINGUDA VALLADOLID 34;;14 - BENIMACLET;1 - BENIMACLET;;39.48888671701874, -0.35925476525538336
1862;MADERA;2546;AVINGUDA VALLADOLID 13;;14 - BENIMACLET;1 - BENIMACLET;;39.48897883173069, -0.35970939946868674
1865;PIEDRA;2543;AVINGUDA VALLADOLID 11;;14 - BENIMACLET;1 - BENIMACLET;;39.48899228648591, -0.3598542392700923
1868;MEDITERRANEO;2539;AVINGUDA VALLADOLID 18;;15 - RASCANYA;3 - SANT LLORENS;;39.488953226629874, -0.36122029560765273
1876;MEDITERRANEO;2529;AVINGUDA VALLADOLID 20cuaac;;15 - RASCANYA;3 - SANT LLORENS;;39.48892528134807, -0.3609118419507567
1882;MEDITERRANEO;2522;AVINGUDA VALLADOLID 20cuaac;;15 - RASCANYA;3 - SANT LLORENS;;39.48895426180103, -0.3608246698276195
1884;PIEDRA;2520;CAMÍ VELL ALBORAIA 19ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48897024469244, -0.3652114231077355
1885;;1991;CARRER SERPIS 29;;13 - ALGIROS;5 - LA CARRASCA;;39.47530826845914, -0.3438361845704044
1887;;1989;CARRER SERPIS 27;;13 - ALGIROS;5 - LA CARRASCA;;39.475411788052135, -0.34384154900557196
1888;;1988;CARRER SERPIS 27;;13 - ALGIROS;5 - LA CARRASCA;;39.47526479034213, -0.3439300621618116
1889;MEDITERRANEO;1986;CARRER TORRES 19;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47296411473851, -0.3988585748555497
1890;MADERA;1985;CARRER TORRES 12;;7 - L'OLIVERETA;1 - NOU MOLES;;39.47337717042636, -0.39897256810993076
1894;SILLA MEDITERRANEO;1979;CARRER EN SANÇ 8;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.470683837227, -0.37924913337867944
1901;SILLA MEDITERRANEO;1971;CARRER SANT VICENT MÀRTIR 35;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47146442372921, -0.37745205317922714
1902;SILLA MEDITERRANEO;1970;CARRER SANT VICENT MÀRTIR 33ac;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47157312440052, -0.37723077100660435
1903;SILLA MEDITERRANEO;1969;CARRER SANT VICENT MÀRTIR 31ac;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471590724193, -0.37721333680859087
1907;SILLA MEDITERRANEO;1964;CARRER SANT VICENT MÀRTIR 47;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4707552704582, -0.3778423156397359
1908;SILLA MEDITERRANEO;1963;CARRER SANT VICENT MÀRTIR 47;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4707428475862, -0.3778543848644412
1909;SILLA MEDITERRANEO;1962;CARRER SANT VICENT MÀRTIR 51;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47047781928552, -0.3780475036570773
1911;SILLA MEDITERRANEO;1960;CARRER PERIODISTA AZZATI 4;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469719998296554, -0.37820575479210755
1912;MEDITERRANEO;1920;CARRER LLEONS 63;;13 - ALGIROS;2 - CIUTAT JARDI;;39.46984825326848, -0.34677976441977554
1914;MEDITERRANEO;1916;CARRER ESCULTOR VICENTE RODILLA 3;;8 - PATRAIX;1 - PATRAIX;;39.45793270340619, -0.39069538396373443
1916;METALICO;1914;CARRER MARTÍ L´HUMÀ 1;;3 - EXTRAMURS;3 - LA PETXINA;;39.471985600985725, -0.3917190404857127
1918;METALICO;1912;CARRER SANTA MARIA MICAELA 3ac;;3 - EXTRAMURS;3 - LA PETXINA;;39.472057032994755, -0.3917458620585311
1919;METALICO;1911;CARRER MARTÍ L´HUMÀ 1;;3 - EXTRAMURS;3 - LA PETXINA;;39.47189656999653, -0.3916653957301882
1921;MADERA;2039;AVINGUDA CID 40;;7 - L'OLIVERETA;1 - NOU MOLES;;39.468424536237215, -0.3957918936604493
1922;MADERA;2038;AVINGUDA CID 40;;7 - L'OLIVERETA;1 - NOU MOLES;;39.468416254056976, -0.3957194741784036
1923;MADERA;2037;AVINGUDA CID 36ac;;7 - L'OLIVERETA;1 - NOU MOLES;;39.46840279489189, -0.39542308947821414
1932;MEDITERRANEO;2026;CARRER SANT MARCEL·LÍ 13ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.445586643281175, -0.3903750096549493
1933;MEDITERRANEO;2025;CARRER MÚSIC CABANILLES 34ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.444935222730614, -0.39062713664391924
1934;MEDITERRANEO;2024;CARRER SANT MARCEL·LÍ 22;;9 - JESUS;4 - SANT MARCEL.LI;;39.444954900490785, -0.39082159685075735
1938;MADERA;2020;CARRER SANT MARCEL·LÍ 4;;9 - JESUS;4 - SANT MARCEL.LI;;39.44656324392591, -0.3902905194891812
1940;MEDITERRANEO;2017;CARRER PIUS IX 37dupac;;9 - JESUS;4 - SANT MARCEL.LI;;39.44424651328078, -0.39337506046225734
1941;MEDITERRANEO;2016;CARRER ARQUEBISBE OLAECHEA 41;;9 - JESUS;4 - SANT MARCEL.LI;;39.44433454454228, -0.393358967569428
1944;MEDITERRANEO;2013;CARRER ARQUEBISBE OLAECHEA 48ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.44443811035683, -0.3931403669546019
1947;PIEDRA;1809;CARRER DOLORES MARQUÉS 52;;15 - RASCANYA;3 - SANT LLORENS;;39.49008825537442, -0.36121806538157925
1948;MEDITERRANEO;1807;PLAÇA LAZARO CARDENAS (PRESIDENT REPUBLICA DE MEXIC) 6ac;;15 - RASCANYA;3 - SANT LLORENS;;39.49008204541984, -0.3603584178317459
1957;MEDITERRANEO;1797;CARRER DOLORES MARQUÉS 36ac;;14 - BENIMACLET;1 - BENIMACLET;;39.487872335202255, -0.36211124095418723
1960;MEDITERRANEO;1794;CARRER DOLORES MARQUÉS 22;;14 - BENIMACLET;1 - BENIMACLET;;39.48682696687136, -0.362649024667523
1961;MEDITERRANEO;1793;CARRER DOLORES MARQUÉS 20;;14 - BENIMACLET;1 - BENIMACLET;;39.48666343327423, -0.36273351443832774
1965;MEDITERRANEO;1788;CARRER EMILI BARÓ 47E;;14 - BENIMACLET;1 - BENIMACLET;;39.487121948545294, -0.36127305094723583
1966;MADERA;1787;CARRER EMILI BARÓ 57;;14 - BENIMACLET;1 - BENIMACLET;;39.48778642911683, -0.3609350922856283
1981;MEDITERRANEO;2264;CARRER TRAFALGAR 47;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.46079435865939, -0.3452238008895048
1982;MEDITERRANEO;2263;CARRER CAROLINA ÁLVAREZ 22ac;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.460750871408536, -0.345467882323329
1984;MEDITERRANEO;2260;CARRER RODRIGO PERTEGÁS 23ac;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.461567791241464, -0.34334098139171426
1987;MEDITERRANEO;2257;CARRER NOGUERA 18;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.46116709038186, -0.34234990584128067
1988;MEDITERRANEO;2256;CARRER NOGUERA 15ac;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.461216789355255, -0.3421500812948892
1989;MEDITERRANEO;2255;CARRER RODRIGO PERTEGÁS 34;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.461118425893574, -0.3421956788950506
1994;MEDITERRANEO;2248;CARRER MENORCA 3;;12 - CAMINS AL GRAU;3 - LA CREU DEL GRAU;;39.46029817652306, -0.3407620372617344
2000;MEDITERRANEO;2242;CARRER TRAFALGAR 46;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45929171904031, -0.34582284751638365
2002;MEDITERRANEO;2239;AVINGUDA FRANÇA 55;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45903182468386, -0.34532127551682057
2003;MEDITERRANEO;2238;AVINGUDA FRANÇA 55;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45902043459863, -0.3452354444184445
2005;MEDITERRANEO;2236;AVINGUDA FRANÇA 67;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45876260973705, -0.34414110247257135
2006;MEDITERRANEO;2234;AVINGUDA FRANÇA 56ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45828630404176, -0.3439131147671722
2008;MEDITERRANEO;2231;AVINGUDA FRANÇA 46;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45861868280785, -0.3454030828571587
2010;MEDITERRANEO;2229;AVINGUDA FRANÇA 44;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45870773102813, -0.34584028222866986
2011;MEDITERRANEO;2228;CARRER TRAFALGAR 48ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45880920516559, -0.34628955245444476
2012;MEDITERRANEO;1784;CARRER EMILI BARÓ 67;;15 - RASCANYA;3 - SANT LLORENS;;39.48884006211006, -0.3604093803239639
2015;MADERA;1781;CARRER EMILI BARÓ 71;;15 - RASCANYA;3 - SANT LLORENS;;39.489707382632936, -0.3599882723860772
2016;ROMANTICO;1780;CARRER EMILI BARÓ 79;;15 - RASCANYA;3 - SANT LLORENS;;39.49166657663178, -0.3590012201643348
2026;MEDITERRANEO;1767;CARRER MASQUEFA 56ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.4919528707328, -0.35860001632765937
2027;MEDITERRANEO;1766;CARRER MASQUEFA 56ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.491863864942175, -0.35862818013603875
2029;MEDIETRRANEO;1764;CARRER MASQUEFA 54ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.49159270731222, -0.3586684140411998
2035;MEDITERRANEO;1757;CARRER EMILI BARÓ 38ac;;14 - BENIMACLET;1 - BENIMACLET;;39.486541946191956, -0.3613854911379235
2042;MEDITERRANEO;1749;CARRER EMILI BARÓ 8;;14 - BENIMACLET;1 - BENIMACLET;;39.484438734755834, -0.3624114351799358
2043;MEDITERRANEO;1748;CARRER EMILI BARÓ 6;;14 - BENIMACLET;1 - BENIMACLET;;39.48431763252593, -0.3624704448708525
2046;MADERA;1739;PLAÇA CENTENAR DE LA PLOMA 2;;1 - CIUTAT VELLA;3 - EL CARME;;39.47817216107229, -0.37911120119830627
2047;;1738;PLAÇA CENTENAR DE LA PLOMA 2;;1 - CIUTAT VELLA;3 - EL CARME;;39.47818458170846, -0.37920507895994515
2051;METÁLICO;1733;PLAÇA JESÚS MAROTO I GONZÁLEZ (FALLER) 13ac;;1 - CIUTAT VELLA;3 - EL CARME;;39.47894127601671, -0.3801063009504096
2056;BANCO ECOLOGICO;1726;CARRER SERRADORA 71;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.46767557668195, -0.3352149241154885
2057;BANCO ECOLOGICO;1725;CARRER SERRADORA 71;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.467798778039445, -0.33519078448227174
2058;BANCO ECOLOGICO;1724;CARRER SERRADORA 71;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.46786710800352, -0.3351760326386203
2059;;1719;CARRER PERE DE VALÈNCIA 7ac;;11 - POBLATS MARITIMS;4 - BETERO;;39.468842361253934, -0.3374089710797336
2064;MEDITERRANEO;1713;AVINGUDA BLASCO IBÁÑEZ 146ac;;13 - ALGIROS;2 - CIUTAT JARDI;;39.47253825917041, -0.34446183947134523
2068;;2297;CARRER FRANCESC CUBELLS 37;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.4631159680725, -0.3324300862471183
2070;;2295;CARRER SANT PASQUAL 22ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46314081741065, -0.3326004069312981
2074;MADERA;2290;CARRER PROGRÉS 1ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.4629979350508, -0.33083417243547003
2077;MADERA;2287;CARRER JOSEP BENLLIURE 1;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46300932353406, -0.3311788355968653
2081;MEDITERRANEO;2282;AVINGUDA PORT 229;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.461703451477426, -0.3381151963496487
2086;;1838;CARRER ASSAGADOR D´ALBORAIA 18ac;;15 - RASCANYA;3 - SANT LLORENS;;39.48902176755901, -0.3632153919015916
2088;PIEDRA;1836;CARRER VINARÒS 29;;15 - RASCANYA;3 - SANT LLORENS;;39.48911595246233, -0.3634098519741841
2089;MEDITERRANEO;1835;CARRER VIVER 19;;15 - RASCANYA;3 - SANT LLORENS;;39.48762451403293, -0.364859586283961
2091;MEDITERRANEO;1832;CARRER BENICARLÓ 8;;14 - BENIMACLET;1 - BENIMACLET;;39.48776424053257, -0.3668082114773697
2107;PIEDRA;1813;CARRER DOLORES MARQUÉS 50;;15 - RASCANYA;3 - SANT LLORENS;;39.48962768872366, -0.36144337128637066
2108;MEDITERRANEO;2227;AVINGUDA FRANÇA 36ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.458962449996, -0.3470057017588904
2115;MEDITERRANEO;2219;AVINGUDA FRANÇA 22ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.459182651117324, -0.3480414311599668
2119;MEDITERRANEO;2214;CARRER VICENTE BELTRÁN GRIMAL (ESCULTOR) 22ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.459523309658294, -0.3496051587580206
2123;MEDITERRANEO;2210;AVINGUDA FRANÇA 45;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.45961452462648, -0.34793729709032345
2125;MEDITERRANEO;2207;CARRER PINTOR MAELLA 26ac;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.459761555581345, -0.3485984624984228
2136;;1698;CARRER EXPLORADOR ANDRÉS 34;;13 - ALGIROS;2 - CIUTAT JARDI;;39.47149055135508, -0.3455325028728157
2139;;1695;CARRER HUMANISTA MARINER 29;;8 - PATRAIX;4 - SAFRANAR;;39.459533985173515, -0.3948163640384656
2142;ROMANTICO;1690;CARRER ARXIDUC CARLES 57;;8 - PATRAIX;1 - PATRAIX;;39.46431383588421, -0.3955323309118014
2147;ROMANTICO;1684;CARRER AIORA 28;;8 - PATRAIX;1 - PATRAIX;;39.464737828027346, -0.39346765921353205
2148;ROMANTICO;1683;CARRER AIORA 27ac;;8 - PATRAIX;1 - PATRAIX;;39.46493557961956, -0.3931605460087211
2149;ROMANTICO;1682;CARRER AIORA 33;;8 - PATRAIX;1 - PATRAIX;;39.46449555473227, -0.393506551030514
2154;MEDITERRANEO;1465;PLAÇA MÚRCIA 1;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.464831375856335, -0.40829197444377247
2155;MEDITERRANEO;1464;PLAÇA MÚRCIA 1;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.46479410337615, -0.40829063358312045
2158;MEDITERRANEO;218;AVINGUDA TRES CREUS 141;0;8 - PATRAIX;5 - FAVARA;;39.45091417272615, -0.3959220843109016
2160;ROMANTICO;216;;0;8 - PATRAIX;5 - FAVARA;;39.45133885520167, -0.3964137240085026
2161;PIEDRA;1375;CARRER LUIS BUÑUEL (DIRECTOR DE CINE) 5ac;0;4 - CAMPANAR;4 - SANT PAU;;39.481774110326434, -0.403171685176612
2162;MEDITERRANEO;214;;0;8 - PATRAIX;5 - FAVARA;;39.451728740852104, -0.39698046726578334
2172;ROMANTICO;1242;CARRER ALMASSORA 48;48;5 - LA SAIDIA;3 - TRINITAT;;39.48483033290572, -0.3705164990836603
2176;VALENCIA;1217;CARRER MOLINELL 23;21;5 - LA SAIDIA;3 - TRINITAT;;39.484987066434094, -0.36666124217414775
2184;OTROS;1171;CARRER ALBORAIA 32;23;5 - LA SAIDIA;3 - TRINITAT;;39.48228933261748, -0.3705477796667163
2187;VALENCIA;1410;AVINGUDA GENERAL AVILÉS 40;42;4 - CAMPANAR;4 - SANT PAU;;39.48563898764805, -0.39685102334193706
2188;MEDITERRANEO;1401;AVINGUDA MESTRE RODRIGO (MÚSIC) 97;99;4 - CAMPANAR;4 - SANT PAU;;39.48441429837291, -0.40298789615717784
2190;MEDITERRANEO;1392;AVINGUDA GENERAL AVILÉS 80ac;2;4 - CAMPANAR;4 - SANT PAU;;39.483190704886766, -0.40303595951175236
2191;MEDITERRANEO;1391;AVINGUDA GENERAL AVILÉS 80ac;2;4 - CAMPANAR;4 - SANT PAU;;39.48326736091859, -0.40308715419668584
2193;PIEDRA;1384;CARRER LUIS BUÑUEL (DIRECTOR DE CINE) 8ac;0;4 - CAMPANAR;4 - SANT PAU;;39.48248908522994, -0.40266374648473385
2195;PIEDRA;1379;CARRER LUIS BUÑUEL (DIRECTOR DE CINE) 8ac;0;4 - CAMPANAR;4 - SANT PAU;;39.48209599373168, -0.4027342499017891
2199;MEDITERRANEO;1460;PLAÇA DOCTOR BERENGUER FERRER 14;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.4668997617853, -0.40830557641787546
2204;MEDITERRANEO;1448;AVINGUDA CID 108;;7 - L'OLIVERETA;1 - NOU MOLES;;39.469654992473785, -0.40336667590342473
2207;MEDITERRANEO;166;CARRER JAUME ROIG 23;23;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.482761618732056, -0.3634184899474423
2208;ROMANTICO;165;CARRER CAVANILLES 38;38;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.484776664089125, -0.3636512215785498
2210;VALENCIA;198;AVINGUDA BLASCO IBÁÑEZ 56;64;6 - EL PLA DEL REAL;2 - MESTALLA;;39.475771703082124, -0.354790143276656
2211;VALENCIA;197;AVINGUDA BLASCO IBÁÑEZ 56;64;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47577151093685, -0.3548568973540718
2216;ROMANTICO;186;;0;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47130945709094, -0.36360529983377293
2218;MEDITERRANEO;158;AVINGUDA PORT 42;42;6 - EL PLA DEL REAL;2 - MESTALLA;;39.46708622938791, -0.35694264550353033
2219;MEDITERRANEO;156;AVINGUDA PORT 23ac;25;6 - EL PLA DEL REAL;2 - MESTALLA;;39.46747558141789, -0.35752664924391675
2220;ROMANTICO;151;CARRER AMADEU DE SAVOIA 30;30;6 - EL PLA DEL REAL;2 - MESTALLA;;39.4727044897496, -0.3586960900176063
2222;MEDITERRANEO;146;AVINGUDA ARAGÓ 17;17;6 - EL PLA DEL REAL;2 - MESTALLA;;39.4717428636692, -0.3582873493026098
2225;MEDITERRANEO;98;CARRER CIUTAT DE MULA 6ac;2;6 - EL PLA DEL REAL;2 - MESTALLA;;39.474501580103116, -0.35509152193862953
2227;OTROS;89;CARRER CIUTAT DE MULA 21ac;19;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47412219542354, -0.3533272580748634
2228;PIEDRA;44;AVINGUDA ARAGÓ 32;32;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47245119585093, -0.35699731849681565
2232;PIEDRA;76;AVINGUDA ARAGÓ 38;18;6 - EL PLA DEL REAL;2 - MESTALLA;;39.473893568633756, -0.35601545631341247
2233;PIEDRA;77;AVINGUDA ARAGÓ 38;18;6 - EL PLA DEL REAL;2 - MESTALLA;;39.4739274560107, -0.35592106438023857
2242;VALENCIA;7;CARRER ARTS GRÀFIQUES 17;30;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47613949109282, -0.36021983023653287
2247;ROMANTICO;227;PLAÇA POBLE 7;0;17 - POBLATS DEL NORD;3 - CARPESA;;39.51698737108776, -0.37818090719860353
2248;ROMANTICO;225;PLAÇA POBLE 7;0;17 - POBLATS DEL NORD;3 - CARPESA;;39.51706943509331, -0.3781595007583539
2250;MEDITERRANEO;598;CARRER CLARIANO 11;11;13 - ALGIROS;4 - LA VEGA BAIXA;;39.47686934615448, -0.35202199374570353
2251;MEDITERRANEO;597;CARRER CLARIANO 15ac;15;13 - ALGIROS;4 - LA VEGA BAIXA;;39.47726971367011, -0.35195875891021294
2256;MEDITERRANEO;572;AVINGUDA BLASCO IBÁÑEZ 41;41;13 - ALGIROS;4 - LA VEGA BAIXA;;39.47597541873273, -0.3531383915014472
2265;MEDITERRANEO;2197;AVINGUDA FRANÇA 17;;12 - CAMINS AL GRAU;5 - PENYA-ROJA;;39.46033932199289, -0.35134370262624925
2269;;2191;CARRER ILLES CANÀRIES 62;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.46578937457761, -0.3536959029976827
